1.865024414062499503e+01	1.806767578125000284e+01	1.649116210937500426e+01	1.547021484375000000e+01	1.596171874999999929e+01	1.331103515625000000e+01	2.026757812500000000e+01	1.973242187500000000e+01	1.727973632812499716e+01	1.585468750000000071e+01
1.410322265625000071e+01	1.465063476562500000e+01	1.805624999999999858e+01	1.946665039062500213e+01	1.798066406250000071e+01	1.427753906250000071e+01	1.679580078125000142e+01	1.464257812500000000e+01	1.507983398437500000e+01	1.939614257812500142e+01
1.683232421875000284e+01	1.661152343749999716e+01	1.889052734375000142e+01	1.807558593750000142e+01	1.574296874999999929e+01	1.647187500000000071e+01	1.415927734375000213e+01	1.913359374999999929e+01	1.783124999999999716e+01	1.825224609375000284e+01
1.724736328124999929e+01	1.643124999999999858e+01	1.376757812500000000e+01	1.691450195312500426e+01	1.679331054687499858e+01	1.480371093750000000e+01	1.593046874999999929e+01	1.534863281250000000e+01	1.643984375000000142e+01	1.526733398437500000e+01
1.632734374999999716e+01	1.673188476562499716e+01	1.659326171875000000e+01	1.784443359374999716e+01	1.596328124999999787e+01	1.881259765624999858e+01	1.404306640624999858e+01	1.598750000000000071e+01	1.554843750000000036e+01	1.414287109375000284e+01
1.567890624999999716e+01	1.542553710937500000e+01	1.643984375000000142e+01	1.681821289062499858e+01	1.624140625000000071e+01	1.535595703125000000e+01	1.667875976562499574e+01	1.669785156249999858e+01	1.706391601562499716e+01	1.451733398437500000e+01
1.605078125000000000e+01	1.657167968750000142e+01	1.508715820312500000e+01	1.521093750000000000e+01	1.608984375000000355e+01	1.652021484375000071e+01	1.548632812500000000e+01	1.532373046875000000e+01	1.654262695312500142e+01	1.569921875000000000e+01
1.584843750000000107e+01	1.575468749999999929e+01	1.705561523437500426e+01	1.588281250000000000e+01	1.544824218750000000e+01	1.521093750000000000e+01	1.616562499999999858e+01	1.522558593750000000e+01	1.510986328125000000e+01	1.547314453125000000e+01
1.577890624999999858e+01	1.497802734375000000e+01	1.558437499999999787e+01	1.470556640625000000e+01	1.570234375000000071e+01	1.664472656249999716e+01	1.563749999999999929e+01	1.581640625000000000e+01	1.550859374999999929e+01	1.582187500000000213e+01
1.611093749999999858e+01	1.566249999999999787e+01	1.555468750000000000e+01	1.549218750000000000e+01	1.557343749999999893e+01	1.553671875000000213e+01	1.509375000000000000e+01	1.612187499999999929e+01	1.488574218750000000e+01	1.617656249999999574e+01
1.573046875000000000e+01	1.534497070312500000e+01	1.549438476562500000e+01	1.578906250000000178e+01	1.558906249999999893e+01	1.502783203125000000e+01	1.607265625000000142e+01	1.600390625000000000e+01	1.566874999999999929e+01	1.580234375000000213e+01
1.564374999999999893e+01	1.551249999999999929e+01	1.545043945312500000e+01	1.554687500000000000e+01	1.565078124999999787e+01	1.511499023437500000e+01	1.578671875000000213e+01	1.532592773437500000e+01	1.537060546875000000e+01	1.562890625000000000e+01
1.571093749999999822e+01	1.557812500000000000e+01	1.555859375000000000e+01	1.564609374999999858e+01	1.522998046875000000e+01	1.566328124999999716e+01	1.559609375000000142e+01	1.549921875000000071e+01	1.546728515625000000e+01	1.565312499999999929e+01
1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01	1.559218749999999964e+01
