1.215255995481332540e+01	1.217196789926416933e+01	1.018987964698195370e+01	8.092562372512654534e+00	8.002947612821419199e+00	1.258383692524975395e+01	1.495764714921203975e+01	1.216059637413879813e+01	9.901806720844462006e+00	8.381731885381059399e+00
9.689050528290374942e+00	9.765457434498502565e+00	1.267610403672225416e+01	1.297008960323553417e+01	1.206833802117225396e+01	7.058236812961215634e+00	1.003366429306389485e+01	8.228662094360553070e+00	1.250104406981324523e+01	8.066469328705915487e+00
1.438258903095214514e+01	1.006420744117249733e+01	1.097193105012688186e+01	9.417422185325659001e+00	1.003509073623943770e+01	1.019505199941826845e+01	1.006403595796280648e+01	1.139734434323068157e+01	1.411042012237411392e+01	8.519734834235851650e+00
1.140805158724842272e+01	8.927905353110229925e+00	9.180531942553908920e+00	1.354123976700139664e+01	1.174389437401958247e+01	1.032756613734470541e+01	1.024622316008201750e+01	9.983005362156680107e+00	1.073312545892747671e+01	9.860278903218103963e+00
1.165920669964737222e+01	8.483738441865954272e+00	1.296663813848789637e+01	1.174089283814607043e+01	1.169923237415313011e+01	1.116740707267923405e+01	1.004622760796518577e+01	1.001315043590229870e+01	1.121635992033179896e+01	8.291720365641586099e+00
1.161326647004722901e+01	1.076267492165900919e+01	1.051172398819006126e+01	1.096552041333033145e+01	1.057986016472007051e+01	9.784244869478161633e+00	1.191070018585661927e+01	1.101416022356611357e+01	1.094611389760349418e+01	1.133821810334293900e+01
1.083757052163461054e+01	1.266875766715538276e+01	1.173407312333130292e+01	1.041112464658608339e+01	1.215854772478018830e+01	1.100919760805864911e+01	1.080378010570836977e+01	1.145563426107031546e+01	1.155966793832227069e+01	1.121596817436369342e+01
1.191404127332210905e+01	1.059432179208531011e+01	1.161048266307774490e+01	1.234617264629232203e+01	1.234415638244667512e+01	1.048785195908816625e+01	1.288202326661448716e+01	1.051674591214547405e+01	1.062055139610401966e+01	1.179269452992770795e+01
1.112730283064852266e+01	1.097052182040992108e+01	1.168655650430871340e+01	1.052331535859854306e+01	1.083048222565795449e+01	1.331037067765628379e+01	1.080167498742085108e+01	1.227642660619166115e+01	1.163740704046459484e+01	1.108319600336655775e+01
1.223850462371465042e+01	1.021792030787359629e+01	1.097840561424766292e+01	1.096497032050852916e+01	1.152122400488768328e+01	1.046991137504387659e+01	1.139848951669712740e+01	1.210049412310331185e+01	1.178673782393884650e+01	1.258210916354753017e+01
1.045775022388041897e+01	1.136987290217082958e+01	1.186461819876369006e+01	1.277427147831977727e+01	1.151230881359667180e+01	1.117810035873644736e+01	1.180566886082111999e+01	1.048923590045413867e+01	1.175573526967843740e+01	1.150631400768683399e+01
1.167278751387424762e+01	1.132842678122620583e+01	1.207434492977114537e+01	1.235661721464062524e+01	1.237714210288110728e+01	1.204659291776520647e+01	1.287335516061670582e+01	1.164038298437770891e+01	1.139000501283680755e+01	1.201191697004191994e+01
1.255638073298525370e+01	1.251044726501856275e+01	1.226945004410654327e+01	1.288939679830574647e+01	1.216805543900365016e+01	1.255471916786798658e+01	1.317093992815218151e+01	1.275074897999358292e+01	1.227453939743643119e+01	1.258011037397789522e+01
1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01	1.262148835465000651e+01
