9.231707006323746967e+00	6.928443978736309461e+00	9.231707006323746967e+00	8.525921551074389981e+00	6.928443978736309461e+00	7.734825070478845710e+00	1.035757623037867425e+01	9.219624818153238976e+00	9.231707006323746967e+00	7.315639020593240893e+00
7.382137273042306269e+00	8.295290007878058702e+00	9.058726937996473438e+00	1.097105617764759344e+01	1.068900304752369124e+01	7.275725523088036439e+00	9.143029135602345647e+00	8.107625772272390563e+00	6.013489233997326266e+00	1.068900304752369124e+01
9.236209205747826445e+00	8.740590718908853418e+00	1.152250427233074781e+01	1.081085226286224277e+01	8.059886913216457671e+00	9.454581272839995165e+00	8.365425284558627439e+00	9.580820339040725386e+00	1.048398754903005781e+01	8.960397598749610282e+00
9.035633809706544284e+00	8.377017429165791285e+00	7.827821397801337788e+00	9.054523796198816754e+00	8.150532346610152246e+00	8.735087144262925207e+00	8.605040599406505564e+00	8.054879099652870522e+00	8.375069296617308368e+00	8.328342493611890163e+00
9.033026420502924481e+00	8.101552809950748113e+00	9.174020336609645554e+00	9.763513167540919468e+00	7.673759433579196099e+00	9.174020336609645554e+00	7.290252798439773585e+00	8.818619969272806003e+00	7.809492365606842235e+00	7.437811325802740292e+00
9.329707048356567611e+00	7.972889894435614799e+00	7.763536706982990587e+00	9.462828563202130283e+00	8.859031942618100786e+00	8.361493975931209022e+00	8.066743130988703214e+00	8.395516226029654305e+00	9.346091710020491661e+00	8.116252447153216920e+00
9.418362352810428106e+00	8.411867598404198176e+00	8.009458569568934649e+00	8.321364759233700781e+00	8.296449731132113925e+00	1.038429164133451721e+01	7.964398825655687908e+00	8.260075710579350527e+00	8.778875971304993087e+00	8.778875971304993087e+00
9.083794628117274783e+00	8.105708231590822876e+00	9.083794628117274783e+00	8.181633187508536409e+00	9.038750456738553041e+00	7.674572564719855272e+00	8.304550942699757243e+00	7.723996206805173514e+00	8.176632077278727095e+00	9.334558320451337821e+00
8.447470845577859322e+00	8.426614517521752390e+00	8.560564530385102344e+00	8.327631086299373209e+00	8.972013794041179935e+00	9.103948379204672037e+00	8.158005095066659607e+00	8.289014798565490949e+00	8.164186949283426031e+00	8.346273978457766418e+00
7.858469575202728485e+00	8.391681738335750040e+00	7.949253427128573080e+00	8.202598017445069445e+00	8.032816894649107198e+00	8.306168578777889167e+00	8.707126855730455972e+00	8.320448631558992503e+00	7.976479055431034304e+00	8.645827843803912671e+00
8.448321441599860648e+00	8.224416937262667204e+00	8.107366555691969623e+00	8.849167032657650367e+00	8.095024526992476765e+00	8.920253278489534310e+00	8.717292878700741099e+00	8.574338419076092066e+00	8.432057298778078192e+00	8.035112485509079860e+00
8.200043002301464767e+00	8.146649732525226284e+00	8.133656752459412331e+00	8.292087560463992091e+00	8.270226048073210379e+00	8.605214982521989242e+00	8.270226048073210379e+00	8.004950132334560209e+00	8.391589280633203529e+00	8.465515702897901562e+00
8.307551683064355430e+00	8.303057277949051240e+00	8.289671854436065246e+00	8.233296705086736722e+00	8.216458573516071340e+00	8.167287181298437559e+00	8.183459733191131846e+00	8.307551683064353654e+00	8.263330695619247379e+00	8.167287181298437559e+00
8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00	8.256754878217840599e+00
