83.691 84.958
74.1528 81.3718
63.932 68.283
77.9919 83.9836
85.9814 87.0529
78.699 79.2538
68.35 69.9741
69.3799 69.8173
83.4707 84.8549
86.2059 89.7374
89.0918 89.1753
76.8396 77.2082
79.3561 79.7023
72.939 72.9644
69.0292 74.0623
80.0832 84.7764
75.1928 75.5341
65.5519 68.581
80.1907 80.6771
79.1302 81.5422
63.259 67.3896
80.1884 81.0556
84.0051 84.8936
68.283 70.7584
73.5925 73.8677
73.0388 73.8115
78.3844 79.9625
71.6663 72.0546
70.7075 73.4287
87.754 89.4866
74.1723 79.3513
76.9138 76.9718
76.6836 77.404
80.1907 82.5759
72.0886 74.7951
77.404 77.9919
74.325 78.0245
63.932 69.3895
65.5519 65.8774
70.3769 72.0546
77.6113 88.5915
69.253 69.5822
81.4319 83.172
67.6297 68.581
81.0556 82.3453
75.2133 75.5208
79.4619 81.4971
68.614 70.7562
81.9992 84.4576
71.8656 73.4445
81.8579 84.2998
80.986 82.2954
75.7378 75.8436
74.281 77.2007
67.3896 69.1351
85.8717 88.1319
74.0829 75.8073
71.4221 73.839
76.8396 81.9253
77.7362 77.9032
74.7831 75.1512
71.4221 71.8656
68.6332 68.9657
71.356 73.803
73.0375 79.4619
76.3261 77.4056
74.0419 75.5208
84.043 84.5525
73.0375 75.0638
71.9612 72.867
68.9657 69.2293
74.0419 75.2133
65.8774 68.6394
81.2705 85.3449
80.4949 83.6593
68.6394 69.9105
68.0848 69.2293
71.6587 72.984
87.8118 89.2023
75.0638 77.6113
70.3838 71.6587
80.2453 83.7893
70.7584 75.5668
71.7139 72.5877
87.6114 87.7834
72.4773 73.8677
72.3598 74.4746
79.3312 81.8155
63.259 69.5812
69.2826 70.6807
79.6085 80.4825
71.5335 73.3625
68.35 68.6332
76.817 79.0596
83.2394 89.6687
71.9568 72.2413
70.8936 70.9132
76.321 77.3095
80.9243 82.42
68.0465 70.7562
