0.000295237 -0
0.000387916 0.00286123
0.000518517 0.00573067
0.000704116 0.00860837
0.000762622 0.0114944
0.00110663 0.0143887
0.00118243 0.0172915
0.00135425 0.0202027
0.00145974 0.0231224
0.00186866 0.0260507
0.00188969 0.0289875
0.00193607 0.031933
0.00215347 0.0348873
0.00221891 0.0378502
0.00247957 0.040822
0.00273839 0.0438026
0.0027399 0.0467922
0.00334489 0.0497907
0.00342818 0.0527982
0.00348711 0.0558148
0.00390658 0.0588405
0.00407085 0.0618754
0.00424367 0.0649195
0.00432704 0.067973
0.00449681 0.0710358
0.0047107 0.074108
0.00495467 0.0771896
0.00500556 0.0802808
0.00528613 0.0833816
0.00567036 0.086492
0.0056719 0.0896122
0.00610975 0.0927421
0.00637139 0.0958818
0.00660783 0.0990314
0.00692561 0.102191
0.00696727 0.105361
0.00706977 0.10854
0.00778409 0.11173
0.00805382 0.11493
0.00886502 0.11814
0.00888938 0.121361
0.00905082 0.124592
0.00908961 0.127833
0.00971749 0.131085
0.010296 0.134348
0.010536 0.137621
0.0106814 0.140905
0.0109958 0.1442
0.0115218 0.147506
0.0115903 0.150823
0.0117005 0.154151
0.0119511 0.15749
0.0122141 0.16084
0.0125194 0.164201
0.0132994 0.167574
0.0135052 0.170958
0.0135166 0.174353
0.0135691 0.177761
0.0136287 0.181179
0.0136668 0.18461
0.0139897 0.188052
0.014371 0.191506
0.0144141 0.194973
0.0144534 0.198451
0.0149538 0.201941
0.015339 0.205444
0.0154353 0.208959
0.0156855 0.212486
0.0157464 0.216026
0.0160248 0.219578
0.0166555 0.223144
0.0167316 0.226721
0.0168333 0.230312
0.0169921 0.233916
0.0172156 0.237532
0.0172278 0.241162
0.0175295 0.244805
0.0176035 0.248461
0.0185046 0.252131
0.0189535 0.255814
0.0192587 0.259511
0.0195398 0.263222
0.020486 0.266946
0.0205449 0.270684
0.0207416 0.274437
0.0212619 0.278203
0.0213644 0.281984
0.0213917 0.285779
0.0221399 0.289589
0.022455 0.293413
0.0224718 0.297252
0.0225439 0.301105
0.0226526 0.304974
0.0227251 0.308857
0.0229508 0.312756
0.0229673 0.31667
0.023883 0.320599
0.0243457 0.324544
0.0250219 0.328504
0.0261392 0.33248
0.02621 0.336472
0.0265385 0.34048
0.0265606 0.344504
0.026587 0.348545
0.0266666 0.352602
0.0266888 0.356675
0.0271258 0.360765
0.0277952 0.364872
0.0279045 0.368995
0.0281218 0.373136
0.0285974 0.377294
0.028666 0.38147
0.0289933 0.385662
0.0290306 0.389873
0.0297768 0.394101
0.0308978 0.398348
0.0316712 0.402612
0.031996 0.406895
0.0325277 0.411196
0.0325943 0.415515
0.0326326 0.419854
0.0327682 0.424211
0.0328394 0.428588
0.0333939 0.432983
0.0336827 0.437398
0.0339773 0.441833
0.0340348 0.446287
0.0341089 0.450761
0.0343139 0.455256
0.0348817 0.45977
0.0350714 0.464306
0.0355198 0.468861
0.0356378 0.473438
0.0361907 0.478036
0.0363612 0.482655
0.0365745 0.487295
0.0366016 0.491957
0.0366136 0.496641
0.036681 0.501347
0.0375007 0.506075
0.0391861 0.510826
0.0399605 0.515599
0.0403762 0.520395
0.0414685 0.525214
0.0426756 0.530057
0.0429684 0.534923
0.0436248 0.539813
0.0437632 0.544727
0.0437666 0.549665
0.0441249 0.554628
0.0448998 0.559616
0.0456003 0.564628
0.0457276 0.569666
0.0460486 0.574729
0.0464653 0.579818
0.0471283 0.584934
0.047131 0.590075
0.0475845 0.595243
0.0479743 0.600438
0.0484526 0.60566
0.0488454 0.610909
0.0491807 0.616186
0.0494891 0.621491
0.0500134 0.626825
0.0510213 0.632186
0.0511618 0.637577
0.0513721 0.642997
0.0517406 0.648447
0.0518504 0.653926
0.0521837 0.659436
0.0522166 0.664976
0.0525223 0.670547
0.0526343 0.67615
0.0547782 0.681783
0.0550115 0.687449
0.0554424 0.693147
0.0562874 0.698878
0.0565046 0.704642
0.0569521 0.710439
0.0572635 0.71627
0.0572833 0.722135
0.0581445 0.728034
0.0581718 0.733969
